Latitude,Longitude,Crash Type
35.68552,-88.83782,Property Damage
35.61316,-88.83782,Property Damage
35.66954,-88.83783,Property Damage
35.71593,-88.83787,Property Damage
35.66953,-88.83787,Property Damage
35.71802,-88.83792,Property Damage
35.58687,-88.83792,Property Damage
35.6695,-88.83795,Property Damage
35.62793,-88.83795,Property Damage
35.766,-88.838,Property Damage
35.66945,-88.83803,Property Damage
35.64817,-88.83812,Property Damage
35.66941,-88.83821,Property Damage
35.64922,-88.83821,Property Damage
35.66939,-88.83822,Property Damage
35.62704,-88.83822,Property Damage
35.66898,-88.83823,Property Damage
35.64917,-88.83823,Property Damage
35.69536,-88.83824,Property Damage
35.76528,-88.83827,Property Damage
35.6856,-88.83827,Property Damage
35.66939,-88.83827,Property Damage
35.64488,-88.83828,Property Damage
35.71693,-88.83829,Property Damage
35.66572,-88.8383,Property Damage
35.5865,-88.83833,Property Damage
35.66934,-88.8384,Property Damage
35.66832,-88.8384,Property Damage
35.68564,-88.83844,Property Damage
35.6856,-88.83846,Property Damage
35.58975,-88.83848,Property Damage
35.69198,-88.83849,Property Damage
35.6693,-88.8385,Property Damage
35.62593,-88.83857,Property Damage
35.50029,-88.83857,Property Damage
35.58038,-88.8386,Property Damage
35.6497,-88.83861,Property Damage
35.64972,-88.83862,Property Damage
35.58365,-88.83862,Property Damage
35.58036,-88.83863,Property Damage
35.58132,-88.83868,Property Damage
35.62582,-88.8387,Property Damage
35.64984,-88.83871,Property Damage
35.66923,-88.83872,Property Damage
35.64983,-88.83872,Property Damage
35.71766,-88.83873,Property Damage
35.66922,-88.83877,Property Damage
35.69519,-88.8388,Property Damage
35.5797,-88.8388,Property Damage
35.66921,-88.83882,Property Damage
35.57944,-88.83882,Property Damage
35.66332,-88.83889,Property Damage
35.57929,-88.8389,Property Damage
35.66522,-88.83891,Property Damage
35.62618,-88.83892,Property Damage
35.71804,-88.83894,Property Damage
35.64974,-88.83902,Property Damage
35.71804,-88.83908,Property Damage
35.71804,-88.83918,Property Damage
35.62647,-88.83923,Property Damage
35.686,-88.83926,Property Damage
35.57777,-88.83929,Property Damage
35.66903,-88.83931,Property Damage
35.66902,-88.83934,Property Damage
35.63583,-88.83947,Property Damage
35.63585,-88.83948,Property Damage
35.63591,-88.83951,Property Damage
35.63587,-88.83951,Property Damage
35.63583,-88.83951,Property Damage
35.63581,-88.83951,Property Damage
35.63576,-88.83951,Property Damage
35.63583,-88.83952,Property Damage
35.5771,-88.83953,Property Damage
35.63099,-88.83955,Property Damage
35.63209,-88.83956,Property Damage
35.62627,-88.83958,Property Damage
35.57687,-88.83966,Property Damage
35.68634,-88.83967,Property Damage
35.6377,-88.83968,Property Damage
35.61728,-88.8397,Property Damage
35.65433,-88.83973,Property Damage
35.63962,-88.83979,Property Damage
35.63959,-88.83979,Property Damage
35.69077,-88.8398,Property Damage
35.64008,-88.8398,Property Damage
35.63584,-88.83981,Property Damage
35.66887,-88.83987,Property Damage
35.63427,-88.83989,Property Damage
35.69067,-88.84011,Property Damage
35.65457,-88.84022,Property Damage
35.62787,-88.84032,Property Damage
35.72029,-88.84035,Property Damage
35.62805,-88.84046,Property Damage
35.62805,-88.84047,Property Damage
35.49627,-88.84049,Property Damage
35.72061,-88.84053,Property Damage
35.49601,-88.84058,Property Damage
35.62678,-88.84065,Property Damage
35.62676,-88.84068,Property Damage
35.70203,-88.84076,Property Damage
35.66851,-88.84091,Property Damage
35.62886,-88.84107,Property Damage
35.68482,-88.84108,Property Damage
35.62902,-88.84122,Property Damage
35.62903,-88.84123,Property Damage
35.69144,-88.84147,Property Damage
35.55428,-88.84165,Property Damage
35.6847,-88.84171,Property Damage
35.62068,-88.84175,Property Damage
35.68469,-88.84176,Property Damage
35.62442,-88.84177,Property Damage
35.58034,-88.84191,Property Damage
35.76317,-88.84192,Property Damage
35.62082,-88.84193,Property Damage
35.65606,-88.84194,Property Damage
35.63058,-88.84194,Property Damage
35.62043,-88.84197,Property Damage
35.61745,-88.84198,Property Damage
35.76347,-88.84201,Property Damage
35.62011,-88.84204,Property Damage
35.61761,-88.84209,Property Damage
35.61741,-88.84214,Property Damage
35.6174,-88.84219,Property Damage
35.63035,-88.8422,Property Damage
35.64806,-88.84224,Property Damage
35.61778,-88.84225,Property Damage
35.6178,-88.84226,Property Damage
35.61899,-88.84227,Property Damage
35.61866,-88.84227,Property Damage
35.6479,-88.84229,Property Damage
35.61786,-88.8423,Property Damage
35.61785,-88.8423,Property Damage
35.61879,-88.84231,Property Damage
35.61798,-88.84231,Property Damage
35.61871,-88.84233,Property Damage
35.61803,-88.84233,Property Damage
35.61852,-88.84237,Property Damage
35.43371,-88.84238,Property Damage
35.6177,-88.8424,Property Damage
35.61762,-88.8424,Property Damage
35.63054,-88.84242,Property Damage
35.61826,-88.84242,Property Damage
35.61758,-88.84242,Property Damage
35.61754,-88.84243,Property Damage
35.61749,-88.84243,Property Damage
35.61815,-88.84244,Property Damage
35.63053,-88.84245,Property Damage
35.61745,-88.84245,Property Damage
35.61744,-88.84245,Property Damage
35.66404,-88.84246,Property Damage
35.61743,-88.84246,Property Damage
35.61804,-88.84247,Property Damage
35.66811,-88.84248,Property Damage
35.61804,-88.84248,Property Damage
35.61713,-88.84252,Property Damage
35.6171,-88.84253,Property Damage
35.61696,-88.84254,Property Damage
35.61771,-88.84255,Property Damage
35.61763,-88.84256,Property Damage
35.61765,-88.84257,Property Damage
35.63068,-88.84259,Property Damage
35.61756,-88.84259,Property Damage
35.6175,-88.84259,Property Damage
35.61684,-88.84259,Property Damage
35.61756,-88.84261,Property Damage
35.61748,-88.84261,Property Damage
35.61741,-88.84262,Property Damage
35.62641,-88.84263,Property Damage
35.61739,-88.84263,Property Damage
35.61714,-88.84268,Property Damage
35.61717,-88.8427,Property Damage
35.61704,-88.8427,Property Damage
35.61763,-88.84271,Property Damage
35.61717,-88.84273,Property Damage
35.6169,-88.84273,Property Damage
35.6266,-88.84277,Property Damage
35.61735,-88.8428,Property Damage
35.61735,-88.84281,Property Damage
35.76288,-88.84283,Property Damage
35.61738,-88.84283,Property Damage
35.6639,-88.84286,Property Damage
35.76285,-88.84288,Property Damage
35.76283,-88.8429,Property Damage
35.62651,-88.84292,Property Damage
35.6901,-88.84303,Property Damage
35.6901,-88.84304,Property Damage
35.6901,-88.84305,Property Damage
35.62698,-88.84307,Property Damage
35.69009,-88.84308,Property Damage
35.61755,-88.84312,Property Damage
35.6902,-88.84313,Property Damage
35.6902,-88.84314,Property Damage
35.694,-88.84317,Property Damage
35.69347,-88.84319,Property Damage
35.6176,-88.84321,Property Damage
35.69464,-88.84334,Property Damage
35.69004,-88.84334,Property Damage
35.75571,-88.84338,Property Damage
35.70078,-88.84342,Property Damage
35.69002,-88.84347,Property Damage
35.69969,-88.84348,Property Damage
35.69853,-88.84348,Property Damage
35.75595,-88.84355,Property Damage
35.75599,-88.84356,Property Damage
35.69751,-88.84358,Property Damage
35.75637,-88.8436,Property Damage
35.69731,-88.84361,Property Damage
35.69668,-88.84363,Property Damage
35.69666,-88.84363,Property Damage
35.75624,-88.84367,Property Damage
35.75309,-88.84368,Property Damage
35.70386,-88.84375,Property Damage
35.66237,-88.84375,Property Damage
35.66236,-88.84376,Property Damage
35.66235,-88.84376,Property Damage
35.49183,-88.84379,Property Damage
35.75603,-88.84381,Property Damage
35.6669,-88.84382,Property Damage
35.5677,-88.84387,Property Damage
35.65775,-88.84389,Property Damage
35.76188,-88.84399,Property Damage
35.492,-88.844,Property Damage
35.55044,-88.84404,Property Damage
35.63245,-88.84405,Property Damage
35.6283,-88.84408,Property Damage
35.64261,-88.8442,Property Damage
35.75041,-88.84425,Property Damage
35.64249,-88.84427,Property Damage
35.75148,-88.84429,Property Damage
35.74969,-88.8443,Property Damage
35.74979,-88.84439,Property Damage
35.75797,-88.84446,Property Damage
35.64708,-88.84451,Property Damage
35.75012,-88.84459,Property Damage
35.74981,-88.8446,Property Damage
35.63311,-88.84462,Property Damage
35.63305,-88.84464,Property Damage
35.75844,-88.84465,Property Damage
35.75855,-88.84469,Property Damage
35.62884,-88.84471,Property Damage
35.76102,-88.84474,Property Damage
35.76087,-88.84478,Property Damage
35.6333,-88.84478,Property Damage
35.65852,-88.84481,Property Damage
35.70209,-88.84491,Property Damage
35.65801,-88.84496,Property Damage
35.65798,-88.84496,Property Damage
35.65798,-88.84497,Property Damage
35.65794,-88.84498,Property Damage
35.62926,-88.84501,Property Damage
35.65801,-88.84502,Property Damage
35.64708,-88.84505,Property Damage
35.74693,-88.84506,Property Damage
35.65761,-88.84512,Property Damage
35.64699,-88.84514,Property Damage
35.62951,-88.84521,Property Damage
35.6471,-88.84522,Property Damage
35.55071,-88.84529,Property Damage
35.647,-88.84538,Property Damage
35.64705,-88.84539,Property Damage
35.66705,-88.8454,Property Damage
35.647,-88.8454,Property Damage
35.64699,-88.84541,Property Damage
35.66706,-88.84543,Property Damage
35.64699,-88.84547,Property Damage
35.64671,-88.8455,Property Damage
35.74673,-88.84553,Property Damage
35.6354,-88.84553,Property Damage
35.65574,-88.84555,Property Damage
35.6485,-88.84555,Property Damage
35.65509,-88.84556,Property Damage
35.48955,-88.84559,Property Damage
35.63006,-88.84563,Property Damage
35.65809,-88.84565,Property Damage
35.63035,-88.84565,Property Damage
35.56487,-88.84566,Property Damage
35.55095,-88.84567,Property Damage
35.6542,-88.84568,Property Damage
35.6531,-88.84577,Property Damage
35.72995,-88.8458,Property Damage
35.76197,-88.84582,Property Damage
35.65163,-88.84585,Property Damage
35.76193,-88.84588,Property Damage
35.7625,-88.84589,Property Damage
35.76208,-88.8459,Property Damage
35.76201,-88.8459,Property Damage
35.76228,-88.84593,Property Damage
35.76115,-88.84602,Property Damage
35.68953,-88.84603,Property Damage
35.74555,-88.84605,Property Damage
35.6895,-88.84627,Property Damage
35.68954,-88.84632,Property Damage
35.45597,-88.84638,Property Damage
35.63135,-88.84641,Property Damage
35.63502,-88.84642,Property Damage
35.63532,-88.84643,Property Damage
35.63503,-88.84643,Property Damage
35.66668,-88.84649,Property Damage
35.63514,-88.84653,Property Damage
35.63531,-88.84654,Property Damage
35.63516,-88.84654,Property Damage
35.63521,-88.84656,Property Damage
35.66665,-88.84659,Property Damage
35.6353,-88.84661,Property Damage
35.76785,-88.84663,Property Damage
35.6353,-88.84663,Property Damage
35.6353,-88.84666,Property Damage
35.73091,-88.84667,Property Damage
35.6353,-88.84667,Property Damage
35.63536,-88.84671,Property Damage
35.76799,-88.84675,Property Damage
35.67285,-88.84676,Property Damage
35.6662,-88.84679,Property Damage
35.6624,-88.84683,Property Damage
35.66657,-88.84691,Property Damage
35.6399,-88.84692,Property Damage
35.66657,-88.84698,Property Damage
35.65831,-88.84698,Property Damage
35.562,-88.84699,Property Damage
35.43452,-88.84717,Property Damage
35.74236,-88.84718,Property Damage
35.57734,-88.8472,Property Damage
35.66583,-88.84725,Property Damage
35.6181,-88.8473,Property Damage
35.66654,-88.84741,Property Damage
35.66655,-88.84743,Property Damage
35.66594,-88.8475,Property Damage
35.68533,-88.84762,Property Damage
35.65839,-88.84772,Property Damage
35.64674,-88.84775,Property Damage
35.66659,-88.84777,Property Damage
35.73213,-88.84779,Property Damage
35.70216,-88.84782,Property Damage
35.63296,-88.84786,Property Damage
35.70218,-88.84793,Property Damage
35.66583,-88.84793,Property Damage
35.68946,-88.848,Property Damage
35.63344,-88.84801,Property Damage
35.63338,-88.84811,Property Damage
35.63822,-88.84812,Property Damage
35.68947,-88.84813,Property Damage
35.63367,-88.84818,Property Damage
35.63768,-88.84823,Property Damage
35.70227,-88.84825,Property Damage
35.73326,-88.84828,Property Damage
35.63732,-88.84828,Property Damage
35.7333,-88.84829,Property Damage
35.73333,-88.8483,Property Damage
35.73342,-88.84832,Property Damage
35.63756,-88.84834,Property Damage
35.63745,-88.84834,Property Damage
35.64669,-88.84835,Property Damage
35.63747,-88.84836,Property Damage
35.63391,-88.84836,Property Damage
35.73325,-88.84837,Property Damage
35.65836,-88.84838,Property Damage
35.63369,-88.84841,Property Damage
35.65834,-88.84843,Property Damage
35.63758,-88.84847,Property Damage
35.73383,-88.84849,Property Damage
35.66688,-88.84854,Property Damage
35.6669,-88.84855,Property Damage
35.6669,-88.84856,Property Damage
35.66689,-88.84856,Property Damage
35.63776,-88.84856,Property Damage
35.66692,-88.84857,Property Damage
35.63393,-88.84857,Property Damage
35.66691,-88.84858,Property Damage
35.6669,-88.84858,Property Damage
35.6378,-88.84859,Property Damage
35.66537,-88.8486,Property Damage
35.66692,-88.84862,Property Damage
35.73887,-88.84865,Property Damage
35.6344,-88.84865,Property Damage
35.73414,-88.84872,Property Damage
35.63958,-88.84877,Property Damage
35.70269,-88.84883,Property Damage
35.68949,-88.84884,Property Damage
35.68949,-88.84888,Property Damage
35.73834,-88.84889,Property Damage
35.73267,-88.84889,Property Damage
35.63504,-88.84893,Property Damage
35.66718,-88.84894,Property Damage
35.63458,-88.84894,Property Damage
35.66726,-88.84895,Property Damage
35.63822,-88.84896,Property Damage
35.68738,-88.84901,Property Damage
35.66731,-88.84903,Property Damage
35.73802,-88.84904,Property Damage
35.73803,-88.84905,Property Damage
35.43855,-88.84905,Property Damage
35.6895,-88.84907,Property Damage
35.63998,-88.84908,Property Damage
35.73782,-88.84913,Property Damage
35.6895,-88.84914,Property Damage
35.6895,-88.84917,Property Damage
35.63601,-88.84917,Property Damage
35.68951,-88.8492,Property Damage
35.63585,-88.84923,Property Damage
35.68953,-88.84924,Property Damage
35.63637,-88.84924,Property Damage
35.66788,-88.84926,Property Damage
35.66804,-88.84928,Property Damage
35.73839,-88.84931,Property Damage
35.66834,-88.84931,Property Damage
35.66823,-88.84931,Property Damage
35.66821,-88.84931,Property Damage
35.64006,-88.84931,Property Damage
35.63586,-88.84932,Property Damage
35.67964,-88.84933,Property Damage
35.63599,-88.84934,Property Damage
35.67801,-88.84938,Property Damage
35.63585,-88.8494,Property Damage
35.64654,-88.84941,Property Damage
35.63634,-88.84941,Property Damage
35.68952,-88.84947,Property Damage
35.68951,-88.84948,Property Damage
35.68951,-88.84951,Property Damage
35.73624,-88.84952,Property Damage
35.61817,-88.84952,Property Damage
35.68817,-88.84956,Property Damage
35.66905,-88.84958,Property Damage
35.637,-88.84958,Property Damage
35.63694,-88.84959,Property Damage
35.6387,-88.84965,Property Damage
35.68607,-88.84969,Property Damage
35.57654,-88.8497,Property Damage
35.66525,-88.84971,Property Damage
35.66913,-88.84972,Property Damage
35.63922,-88.84973,Property Damage
35.66273,-88.84977,Property Damage
35.65788,-88.84986,Property Damage
35.65784,-88.84989,Property Damage
35.65783,-88.84992,Property Damage
35.66518,-88.84993,Property Damage
35.66939,-88.85,Property Damage
35.73487,-88.85004,Property Damage
35.58417,-88.85005,Property Damage
35.68954,-88.85006,Property Damage
35.5529,-88.85008,Property Damage
35.73586,-88.8501,Property Damage
35.68188,-88.85011,Property Damage
35.66955,-88.85015,Property Damage
35.6416,-88.85015,Property Damage
35.66235,-88.85016,Property Damage
35.64185,-88.8502,Property Damage
35.64201,-88.85022,Property Damage
35.64196,-88.85022,Property Damage
35.77154,-88.85024,Property Damage
35.73369,-88.85025,Property Damage
35.64648,-88.85026,Property Damage
35.66962,-88.85029,Property Damage
35.64237,-88.85029,Property Damage
35.64647,-88.8503,Property Damage
35.64274,-88.85036,Property Damage
35.66207,-88.85039,Property Damage
35.66209,-88.8504,Property Damage
35.64312,-88.85042,Property Damage
35.64346,-88.85043,Property Damage
35.66677,-88.85045,Property Damage
35.6428,-88.85046,Property Damage
35.65753,-88.85047,Property Damage
35.64644,-88.85054,Property Damage
35.55181,-88.85058,Property Damage
35.66181,-88.85061,Property Damage
35.77157,-88.85062,Property Damage
35.64644,-88.85063,Property Damage
35.64435,-88.85064,Property Damage
35.73368,-88.8507,Property Damage
35.66973,-88.8507,Property Damage
35.66168,-88.85071,Property Damage
35.63918,-88.85071,Property Damage
35.64491,-88.85074,Property Damage
35.64501,-88.85076,Property Damage
35.64414,-88.85079,Property Damage
35.63886,-88.85079,Property Damage
35.64531,-88.85081,Property Damage
35.64539,-88.85083,Property Damage
35.65727,-88.85084,Property Damage
35.64653,-88.85084,Property Damage
35.63893,-88.85084,Property Damage
35.64654,-88.85085,Property Damage
35.64448,-88.85085,Property Damage
35.6698,-88.85087,Property Damage
35.64567,-88.85088,Property Damage
35.64467,-88.85088,Property Damage
35.63884,-88.85088,Property Damage
35.64576,-88.85089,Property Damage
35.64658,-88.85091,Property Damage
35.6461,-88.85091,Property Damage
35.64658,-88.85092,Property Damage
35.7298,-88.85093,Property Damage
35.64661,-88.85093,Property Damage
35.64659,-88.85093,Property Damage
35.64599,-88.85093,Property Damage
35.6466,-88.85094,Property Damage
35.64661,-88.85095,Property Damage
35.64662,-88.85096,Property Damage
35.64666,-88.85097,Property Damage
35.64663,-88.85097,Property Damage
35.64147,-88.85097,Property Damage
35.61827,-88.85097,Property Damage
35.64628,-88.85098,Property Damage
35.64524,-88.85098,Property Damage
35.64667,-88.851,Property Damage
35.6464,-88.851,Property Damage
35.64638,-88.851,Property Damage
35.64637,-88.851,Property Damage
35.64668,-88.85101,Property Damage
35.64639,-88.85101,Property Damage
35.64674,-88.85102,Property Damage
35.64669,-88.85102,Property Damage
35.66981,-88.85103,Property Damage
35.64667,-88.85104,Property Damage
35.64675,-88.85106,Property Damage
35.64676,-88.85107,Property Damage
35.64684,-88.85108,Property Damage
35.64681,-88.85108,Property Damage
35.64638,-88.85111,Property Damage
35.64413,-88.85111,Property Damage
35.68528,-88.85114,Property Damage
35.64715,-88.85114,Property Damage
35.64604,-88.85114,Property Damage
35.65715,-88.85115,Property Damage
35.65311,-88.85115,Property Damage
35.64723,-88.85116,Property Damage
35.64637,-88.85118,Property Damage
35.64638,-88.85119,Property Damage
35.64647,-88.8512,Property Damage
35.64646,-88.8512,Property Damage
35.64641,-88.8512,Property Damage
35.65709,-88.85121,Property Damage
35.64652,-88.85121,Property Damage
35.66983,-88.85122,Property Damage
35.6466,-88.85123,Property Damage
35.64677,-88.85125,Property Damage
35.64674,-88.85125,Property Damage
35.6468,-88.85126,Property Damage
35.64677,-88.85126,Property Damage
35.64672,-88.85126,Property Damage
35.69026,-88.85128,Property Damage
35.64708,-88.85128,Property Damage
35.64636,-88.85129,Property Damage
35.61834,-88.85129,Property Damage
35.64711,-88.85131,Property Damage
35.729,-88.85132,Property Damage
35.6481,-88.85132,Property Damage
35.65707,-88.85133,Property Damage
35.64723,-88.85133,Property Damage
35.65716,-88.85134,Property Damage
35.65705,-88.85134,Property Damage
35.64706,-88.85134,Property Damage
35.68189,-88.85135,Property Damage
35.64735,-88.85137,Property Damage
35.6609,-88.85139,Property Damage
35.64753,-88.85139,Property Damage
35.64773,-88.85142,Property Damage
35.65701,-88.85143,Property Damage
35.64795,-88.85146,Property Damage
35.66073,-88.85147,Property Damage
35.64799,-88.85147,Property Damage
35.67457,-88.85148,Property Damage
35.66982,-88.85148,Property Damage
35.6481,-88.85149,Property Damage
35.64824,-88.85151,Property Damage
35.66065,-88.85154,Property Damage
35.77241,-88.85156,Property Damage
35.65002,-88.85162,Property Damage
35.55046,-88.85165,Property Damage
35.66055,-88.85166,Property Damage
35.66982,-88.85167,Property Damage
35.55048,-88.85174,Property Damage
35.66983,-88.85179,Property Damage
35.66982,-88.8518,Property Damage
35.66983,-88.85181,Property Damage
35.66248,-88.85187,Property Damage
35.66982,-88.85188,Property Damage
35.72574,-88.85189,Property Damage
35.66982,-88.85192,Property Damage
35.77545,-88.85194,Property Damage
35.6569,-88.85196,Property Damage
35.65194,-88.85198,Property Damage
35.67787,-88.85199,Property Damage
35.71834,-88.852,Property Damage
35.66982,-88.852,Property Damage
35.65219,-88.85203,Property Damage
35.65687,-88.85205,Property Damage
35.65248,-88.85209,Property Damage
35.66982,-88.85211,Property Damage
35.65259,-88.85211,Property Damage
35.66985,-88.85218,Property Damage
35.65299,-88.85218,Property Damage
35.67852,-88.85219,Property Damage
35.66044,-88.85219,Property Damage
35.68961,-88.85223,Property Damage
35.65329,-88.85223,Property Damage
35.66983,-88.85224,Property Damage
35.65241,-88.85225,Property Damage
35.65017,-88.85225,Property Damage
35.66986,-88.85226,Property Damage
35.66983,-88.85226,Property Damage
35.65246,-88.85226,Property Damage
35.65244,-88.85226,Property Damage
35.6699,-88.85227,Property Damage
35.66981,-88.85227,Property Damage
35.6698,-88.85227,Property Damage
35.65243,-88.85227,Property Damage
35.66983,-88.85229,Property Damage
35.65402,-88.8523,Property Damage
35.65367,-88.8523,Property Damage
35.66555,-88.85235,Property Damage
35.65401,-88.85235,Property Damage
35.6896,-88.85236,Property Damage
35.65407,-88.85236,Property Damage
35.65298,-88.85236,Property Damage
35.72464,-88.85238,Property Damage
35.66983,-88.85241,Property Damage
35.66982,-88.85243,Property Damage
35.65459,-88.85243,Property Damage
35.77352,-88.85245,Property Damage
35.6896,-88.85249,Property Damage
35.68172,-88.85249,Property Damage
35.66983,-88.85249,Property Damage
35.69474,-88.85251,Property Damage
35.68961,-88.85255,Property Damage
35.77367,-88.85257,Property Damage
35.63913,-88.85257,Property Damage
35.66983,-88.85258,Property Damage
35.65548,-88.85259,Property Damage
35.68961,-88.85261,Property Damage
35.66814,-88.85261,Property Damage
35.65674,-88.85264,Property Damage
35.65653,-88.85267,Property Damage
35.77375,-88.8527,Property Damage
35.67612,-88.8527,Property Damage
35.65673,-88.8527,Property Damage
35.6564,-88.8527,Property Damage
35.65633,-88.8527,Property Damage
35.66983,-88.85272,Property Damage
35.65651,-88.85273,Property Damage
35.65668,-88.85275,Property Damage
35.65666,-88.85275,Property Damage
35.65675,-88.85276,Property Damage
35.65672,-88.85276,Property Damage
35.65553,-88.85278,Property Damage
35.66984,-88.85279,Property Damage
35.66983,-88.85279,Property Damage
35.65702,-88.8528,Property Damage
35.66986,-88.85281,Property Damage
35.65671,-88.85281,Property Damage
35.71902,-88.85283,Property Damage
35.66983,-88.85283,Property Damage
35.65723,-88.85283,Property Damage
35.6572,-88.85283,Property Damage
35.65671,-88.85283,Property Damage
35.77371,-88.85285,Property Damage
35.66983,-88.85285,Property Damage
35.66034,-88.85286,Property Damage
35.65622,-88.85288,Property Damage
35.6603,-88.85293,Property Damage
35.71844,-88.85294,Property Damage
35.66983,-88.85294,Property Damage
35.65663,-88.85294,Property Damage
35.77366,-88.85295,Property Damage
35.71838,-88.85295,Property Damage
35.71831,-88.85295,Property Damage
35.6568,-88.85295,Property Damage
35.71831,-88.85296,Property Damage
35.7183,-88.85296,Property Damage
35.6603,-88.85296,Property Damage
35.65664,-88.85296,Property Damage
35.65662,-88.85296,Property Damage
35.66296,-88.85297,Property Damage
35.65668,-88.85297,Property Damage
35.66037,-88.85298,Property Damage
35.65693,-88.85299,Property Damage
35.6568,-88.85299,Property Damage
35.65683,-88.853,Property Damage
35.6603,-88.85301,Property Damage
35.68962,-88.85302,Property Damage
35.67088,-88.85302,Property Damage
35.65667,-88.85302,Property Damage
35.66026,-88.85303,Property Damage
35.65718,-88.85303,Property Damage
35.65667,-88.85303,Property Damage
35.6572,-88.85304,Property Damage
35.65715,-88.85305,Property Damage
35.65667,-88.85305,Property Damage
35.65501,-88.85305,Property Damage
35.65725,-88.85306,Property Damage
35.65721,-88.85306,Property Damage
35.71901,-88.85307,Property Damage
35.71831,-88.85307,Property Damage
35.66031,-88.85307,Property Damage
35.65866,-88.85307,Property Damage
35.65735,-88.85308,Property Damage
35.5733,-88.85308,Property Damage
35.65875,-88.85309,Property Damage
35.65662,-88.8531,Property Damage
35.65763,-88.85311,Property Damage
35.65665,-88.85312,Property Damage
35.68963,-88.85315,Property Damage
35.66381,-88.85317,Property Damage
35.65914,-88.85317,Property Damage
35.65843,-88.85318,Property Damage
35.66022,-88.85319,Property Damage
35.7183,-88.8532,Property Damage
35.66986,-88.8532,Property Damage
35.65946,-88.85323,Property Damage
35.65941,-88.85323,Property Damage
35.66029,-88.85325,Property Damage
35.65858,-88.85325,Property Damage
35.68141,-88.85326,Property Damage
35.65964,-88.85326,Property Damage
35.66033,-88.85327,Property Damage
35.67262,-88.85328,Property Damage
35.66273,-88.85328,Property Damage
35.65975,-88.85328,Property Damage
35.67938,-88.85329,Property Damage
35.65659,-88.8533,Property Damage
35.66033,-88.85331,Property Damage
35.65663,-88.85331,Property Damage
35.65661,-88.85331,Property Damage
35.6566,-88.85331,Property Damage
35.65659,-88.85331,Property Damage
35.65658,-88.85331,Property Damage
35.77358,-88.85332,Property Damage
35.65993,-88.85332,Property Damage
35.70658,-88.85334,Property Damage
35.65996,-88.85334,Property Damage
35.65663,-88.85334,Property Damage
35.66984,-88.85336,Property Damage
35.66019,-88.85336,Property Damage
35.66024,-88.85337,Property Damage
35.66023,-88.85337,Property Damage
35.66021,-88.85337,Property Damage
35.66983,-88.85338,Property Damage
35.66015,-88.85338,Property Damage
35.6602,-88.85339,Property Damage
35.66018,-88.85339,Property Damage
35.63966,-88.85339,Property Damage
35.66026,-88.8534,Property Damage
35.66025,-88.8534,Property Damage
35.65661,-88.8534,Property Damage
35.67312,-88.85341,Property Damage
35.66984,-88.85341,Property Damage
35.66031,-88.85341,Property Damage
35.65658,-88.85341,Property Damage
35.71561,-88.85342,Property Damage
35.66048,-88.85342,Property Damage
35.66034,-88.85342,Property Damage
35.6604,-88.85343,Property Damage
35.65661,-88.85343,Property Damage
35.68134,-88.85344,Property Damage
35.65661,-88.85344,Property Damage
35.66064,-88.85345,Property Damage
35.65955,-88.85347,Property Damage
35.65931,-88.85347,Property Damage
35.68089,-88.85349,Property Damage
35.67965,-88.85349,Property Damage
35.65772,-88.85349,Property Damage
35.61855,-88.85349,Property Damage
35.68957,-88.8535,Property Damage
35.68071,-88.8535,Property Damage
35.66382,-88.8535,Property Damage
35.66514,-88.85351,Property Damage
35.66984,-88.85352,Property Damage
35.68962,-88.85353,Property Damage
35.66984,-88.85355,Property Damage
35.66109,-88.85355,Property Damage
35.65997,-88.85355,Property Damage
35.65662,-88.85355,Property Damage
35.68132,-88.85357,Property Damage
35.68033,-88.85358,Property Damage
35.67267,-88.85358,Property Damage
35.68136,-88.85359,Property Damage
35.66233,-88.85359,Property Damage
35.66015,-88.85359,Property Damage
35.66127,-88.8536,Property Damage
35.68964,-88.85361,Property Damage
35.66143,-88.85362,Property Damage
35.66027,-88.85362,Property Damage
35.66048,-88.85363,Property Damage
35.66985,-88.85364,Property Damage
35.66036,-88.85364,Property Damage
35.66166,-88.85365,Property Damage
35.6604,-88.85365,Property Damage
35.66053,-88.85366,Property Damage
35.66048,-88.85366,Property Damage
35.66002,-88.85366,Property Damage
35.67099,-88.85369,Property Damage
35.66065,-88.85369,Property Damage
35.6605,-88.85369,Property Damage
35.67147,-88.8537,Property Damage
35.6714,-88.8537,Property Damage
35.67113,-88.8537,Property Damage
35.70792,-88.85371,Property Damage
35.67148,-88.85371,Property Damage
35.67076,-88.85371,Property Damage
35.66182,-88.85371,Property Damage
35.6608,-88.85371,Property Damage
35.66075,-88.85371,Property Damage
35.66193,-88.85372,Property Damage
35.68964,-88.85373,Property Damage
35.67176,-88.85373,Property Damage
35.67073,-88.85373,Property Damage
35.66085,-88.85373,Property Damage
35.67076,-88.85374,Property Damage
35.67051,-88.85374,Property Damage
35.6705,-88.85374,Property Damage
35.66152,-88.85374,Property Damage
35.67096,-88.85375,Property Damage
35.67078,-88.85375,Property Damage
35.67051,-88.85375,Property Damage
35.66164,-88.85375,Property Damage
35.67147,-88.85376,Property Damage
35.66986,-88.85376,Property Damage
35.66205,-88.85376,Property Damage
35.66106,-88.85376,Property Damage
35.67028,-88.85377,Property Damage
35.67074,-88.85378,Property Damage
35.67019,-88.85378,Property Damage
35.6701,-88.85379,Property Damage
